1,'Stephanie Margarita','Flores Anzoategui',,'femenino','bautizado',1,1
2,'Blanca','Anzoategui','37 y Vaca Galindo','femenino','madre',0,1
3,'Rafael Gabriel','Flores Correa','37 y Vaca Galindo','masculino','padre',0,1
4,'Estrella','Flores','37 y Vaca Galindo','femenino','madrina',0,1
5,'Omar','Flores','37 y Vaca Galindo','masculino','padrino',0,1
6,'Omar Guillermo','Pizarro Vásquez','40 y Callejon Parra','masculino','comulgado',49,1
7,'angela','vasquez pico','43 y La A','femenino','madre',0,1
8,'guillermo','pizarro chavez','43 y La A','masculino','padre',0,1
9,'grace','rosado','46 y La A','femenino','madrina',0,1
10,'segundo','rosado','46 y La A','masculino','padrino',0,1
11,'Jessica','Armijos','Guasmo Sur','femenino','confirmado',1,1
12,'ana','farez','Guasmo Sur','femenino','madre',0,1
13,'Manuel','Armijos','Guasmo Sur','masculino','padre',0,1
14,'rut','romero','6 de Marzo y Francisco de Marco','femenino','madrina',0,1
15,'francisco','hidalgo','6 de Marzo y Francisco de Marco','masculino','padrino',0,1
16,'vanessa','izquierdo','Villavicencio 1106 y San Martin','femenino','esposa',1,1
17,'manuel','paredes','Villavicencio 1106 y San Martin','masculino','esposo',1,1
18,'jessica','armijos','Guasmo Sur','femenino','madrina',1,1
19,'pierre','villafuerte','Colina de la Alborada','masculino','padrino',1,1
20,'fanny','yepez','Villavicencio 1106 y San Martin','femenino','madreNovia',1,1
21,'alfredo','izquierdo','Villavicencio 1106 y San Martin','masculino','padreNovia',1,1
22,'luna','vera','Sauces 9','femenino','madreNovio',1,1
23,'ignacio','paredes','Sauces 9','masculino','padreNovio',1,1
24,'enmanuel','palacios','31 y oriente','masculino','confirmado',1,1
25,'patricia','perez','31 y oriente','femenino','madre',1,1
26,'rafael','palacios','31 y oriente','masculino','padre',1,1
27,'manuela','palacios','31 y oriente','masculino','confirmado',1,1
28,'enmanuel','palacios','36 y la B','masculino','comulgado',2,2
33,'tiburcia','rasado','','femenino','bautizada',1,1
34,'tiburcia','rasado','','femenino','bautizada',1,1
43,'josefa','solorzano','','femenino','madre',1,1
57,'camila','rosero','','femenino','madre',1,1
67,'Tom','Crusie','','masculino','padre',0,1
76,'francisco','segura','','masculino','padre',0,1
77,'martha','crespo','','femenino','madre',0,1
78,'joe','caceres',,'masculino','padrino',0,1
79,'july','montero',,'femenino','madrina',0,1
109,'clark','kent','','masculino','padre',0,1
110,'luisa','lane','','femenino','madre',0,1
111,'lex','lutor','','masculino','padrino',0,1
112,'lana','lane','','femenino','madrina',0,1
113,'clark','kent','','masculino','padre',0,1
114,'luisa','lane','','femenino','madre',0,1
115,'lex','lutor','','masculino','padrino',0,1
116,'lana','lane','','femenino','madrina',0,1
117,'matin','velasquez','','masculino','padre',0,1
118,'martina','zamora','','femenino','madre',0,1
119,'totorio','morales','','masculino','padrino',0,1
120,'clark','kent','','masculino','padre',0,1
121,'lana','lane','','femenino','madre',0,1
122,'let','luthor','','masculino','padrino',0,1
123,'luisa','lane','','femenino','madrina',0,1
124,'josefino','kent lane','','masculino','bautizado',1,1
125,'pamelo','arcos','','masculino','padre',0,1
126,'gabriela','paladines','','femenino','madre',0,1
127,'jason','ornamenta','','masculino','padrino',0,1
128,'jessenia','haro','','femenino','madrina',0,1
129,'salserin','arcos paladines','','masculino','bautizado',1,1
130,'hugo','armas','','masculino','padre',0,1
131,'diana','gallegos','','femenino','madre',0,1
132,'luis','brito','','masculino','padrino',0,1
133,'diana','salome','','femenino','madrina',0,1
134,'michela','montero carrere','','masculino','bautizado',1,1
135,'alfonso','montero','','masculino','padre',0,1
136,'mariana','carrere','','femenino','madre',0,1
137,'luna','estrada pizarro','','femenino','bautizado',1,1
138,'camilo','estrada','','masculino','padre',0,1
139,'estrella','pizarro','','femenino','madre',0,1
140,'leonel','luto','','masculino','padrino',0,1
141,'leonela','cabezas','','femenino','madrina',0,1
142,'mauri','figeroa pedra','','masculino','bautizado',1,1
143,'diego','figeroa','','masculino','padre',0,1
144,'patty','pedra','','femenino','madre',0,1
145,'josefino','rugel','','masculino','padrino',0,1
146,'xuxa','herrera izquierdo','','femenino','bautizado',1,1
147,'hector','herrera','','masculino','padre',0,1
148,'mafer','izquierdo','','femenino','madre',0,1
149,'manuel','herrera','','masculino','padrino',0,1
150,'isabel','pantoja','','femenino','madrina',0,1
151,'mariela','viteri carmero','','femenino','bautizado',1,1
152,'franco','viteri','','masculino','padre',0,1
153,'betty','carmero','','femenino','madre',0,1
154,'jesi','calvo','','masculino','padrino',0,1
155,'carmen','redriguez','','femenino','madrina',0,1
156,'stepp','urrutia issac','','femenino','bautizado',1,1
157,'freddy','urrutia','','masculino','padre',0,1
158,'barbara','issac','','femenino','madre',0,1
159,'manuel','beltran','','masculino','padrino',0,1
160,'camila','weel','','femenino','madrina',0,1
161,'antonio','bandera termeria','','masculino','bautizado',1,1
162,'antinio','bandera','','masculino','padre',0,1
163,'susi','termeria','','femenino','madre',0,1
164,'infante','vasquez','','masculino','padrino',0,1
165,'lulu','zamora','','femenino','madrina',0,1
166,'vare','mate poder','','femenino','bautizado',1,1
167,'julian','mate','','masculino','padre',0,1
168,'luz','poder','','femenino','madre',0,1
169,'cristian','ramos','','masculino','padrino',0,1
170,'belen','ramos','','femenino','madrina',0,1
171,'daniela','icaza bustamante','','femenino','bautizado',1,1
172,'daniel','icaza','','masculino','padre',0,1
173,'mary','bustamante','','femenino','madre',0,1
174,'tito','carrera','','masculino','padrino',0,1
175,'tatiana','vera','','femenino','madrina',0,1
176,'moises','fernandez tañon','','masculino','bautizado',1,1
177,'noel','fernandez','','masculino','padre',0,1
178,'toña','tañon','','femenino','madre',0,1
179,'higor','naranjo','','masculino','padrino',0,1
180,'olga','tañon','','femenino','madrina',0,1
181,'javier','Pimentel Olivares','','femenino','bautizado',41,1
182,'javier','Pimentel','','masculino','padre',0,1
183,'Rosa','Olivares','','femenino','madre',0,1
184,'carmelo','Hernadez','','masculino','padrino',0,1
185,'Susana','Rivadeneira Zambrano','','femenino','bautizado',1,1
186,'Joel','Rivadeneira','','masculino','padre',0,1
187,'francesca','Zambrano','','femenino','madre',0,1
188,'Lucio','Paladines','','masculino','padrino',0,1
189,'Andres','Penachine Montero','','femenino','bautizado',1,1
190,'Francesco','Penachine','','masculino','padre',0,1
191,'Ninosca','Montero','','femenino','madre',0,1
192,'Marcelo','Loancio','','masculino','padrino',0,1
193,'Leonardo','De Caprio Paladi','','femenino','bautizado',1,1
194,'Leonoro','De Caprio','','masculino','padre',0,1
195,'Leonora','Paladi','','femenino','madre',0,1
196,'Arnoldo','Suacheneger','','masculino','padrino',0,1
197,'Kene','Reves Kidma','','femenino','bautizado',1,1
198,'Bruce','Reves','','masculino','padre',0,1
199,'Marget','Kidma','','femenino','madre',0,1
200,'Gate','Halder','','masculino','padrino',0,1
201,'John','Cleon Venegas','','femenino','bautizado',1,1
202,'John','Cleon','','masculino','padre',0,1
203,'Salmalea','Venegas','','femenino','madre',0,1
204,'Jurado','Reeve','','masculino','padrino',0,1
205,'Madelen','Pitt','','femenino','madrina',0,1
206,'Fabricio','Echeverria Briones',,'masculino','bautizado',1,1
207,'Fabricio','Echeverria','','masculino','padre',0,1
208,'Lara','Briones','','femenino','madre',0,1
209,'Gare','Castillo','','masculino','padrino',0,1
210,'Katty','Del Castillo','','femenino','madrina',0,1
211,'Chiquito','Naranjo Soledispa','','masculino','bautizado',12,1
212,'chiquto','Naranjo','','masculino','padre',0,1
213,'chita','Soledispa','','femenino','madre',0,1
214,'Tarzan','Selva','','masculino','padrino',0,1
215,'Jein','Misuri','','femenino','madrina',0,1
216,'Jahir','Domenech Flores','','femenino','bautizado',3,1
217,'Fernando','Domenech','','masculino','padre',0,1
218,'Sonia','Flores','','femenino','madre',0,1
219,'Pancho','Jacome','','masculino','padrino',0,1
220,'Javier','Tulipan','','femenino','madrina',0,1
221,'Gerardo','Mejia Pizarro','','masculino','bautizado',45,1
222,'Gerardo','Mejia','','masculino','padre',0,1
223,'Mildre','Pizarro','','femenino','madre',0,1
224,'Marte','Lucas','','masculino','padrino',0,1
225,'Venus','Samaniego','','femenino','madrina',0,1
226,'Davicho','Salas Salas','','masculino','bautizado',1,1
